# fleet-corpus.tsv — the fleet's real commit subjects, frozen against the verdict each produces.
#
# NOT a golden with a rewrite flag. There is no -update, deliberately: the failure this file
# defends against is an author who narrows the parser, sees a wall of red and regenerates.
# Refresh it with `sh scripts/fleet-corpus.sh`, which only ever APPENDS unseen subjects and
# refuses to run when the stored verdicts already disagree with the tree. Changing what a
# subject MEANS is a hand edit, so review sees a changed verdict rather than a new file.
#
# The argument, the positive controls and the one drift that is never waivable by editing a
# column are in internal/bump/fleetcorpus_test.go. Read it before touching a row.
#
# Public repositories only — glyph is public and six of the fleet's thirty-five are not.
#
# Columns, tab-separated. Every field that can carry an arbitrary byte — raw, scope, subject —
# is strconv.Quote'd, so a tab or a non-ASCII byte inside a real subject can never split a row.
# level, breaking and gitmoji are drawn from closed vocabularies and cannot:
#
#   1 raw       the commit subject exactly as its author wrote it — the INPUT. Always ONE line;
#               the loader rejects a multi-line raw, because a body could carry a BREAKING
#               CHANGE footer and corrupt the minLegacyBangOnly positive control
#   2 level     the bump level, or !parse / !unknown-gitmoji when glyph refuses (a refusal is
#               a verdict too: a parser that starts accepting what it rejected has widened the
#               acceptance range just as consequentially as one that narrows it). !unknown-gitmoji
#               means this file also freezes gitmoji-table MEMBERSHIP — adding a code to
#               rules.json re-levels every fleet commit already carrying it, and the test says so
#               in its own words rather than blaming the parser
#   3 breaking  t / f, or - when there is no verdict
#   4 gitmoji   the code, or -
#   5 scope     the scope without parens, or - when absent (salvaged from a legacy token when
#               the current slot has none — which is why a legacy row can carry one, and why it
#               is quoted: the legacy slot is [^()]+, which admits a tab)
#   6 subject   what Parse kept: markers and any retired Conventional token stripped
":arrow_up: build(deps): bump actions/setup-python (#142)"	patch	f	:arrow_up:	"deps"	"bump actions/setup-python (#142)"
":arrow_up: build(deps): bump actions/setup-python (#298)"	patch	f	:arrow_up:	"deps"	"bump actions/setup-python (#298)"
":arrow_up: build(deps): bump akira-toriyama/furrow/.github/workflows/sync-task-status.yml (#1)"	patch	f	:arrow_up:	"deps"	"bump akira-toriyama/furrow/.github/workflows/sync-task-status.yml (#1)"
":arrow_up: build(deps): bump akira-toriyama/furrow/.github/workflows/sync-task-status.yml (#174)"	patch	f	:arrow_up:	"deps"	"bump akira-toriyama/furrow/.github/workflows/sync-task-status.yml (#174)"
":arrow_up: build(deps): bump akira-toriyama/furrow/.github/workflows/sync-task-status.yml (#195)"	patch	f	:arrow_up:	"deps"	"bump akira-toriyama/furrow/.github/workflows/sync-task-status.yml (#195)"
":arrow_up: build(deps): bump akira-toriyama/furrow/.github/workflows/sync-task-status.yml (#4)"	patch	f	:arrow_up:	"deps"	"bump akira-toriyama/furrow/.github/workflows/sync-task-status.yml (#4)"
":arrow_up: build(deps): bump akira-toriyama/furrow/.github/workflows/sync-task-status.yml (#45)"	patch	f	:arrow_up:	"deps"	"bump akira-toriyama/furrow/.github/workflows/sync-task-status.yml (#45)"
":arrow_up: build(deps): bump akira-toriyama/furrow/.github/workflows/sync-task-status.yml (#5)"	patch	f	:arrow_up:	"deps"	"bump akira-toriyama/furrow/.github/workflows/sync-task-status.yml (#5)"
":arrow_up: build(deps): bump fleet task-status furrow reusable to v0.6.1 (#73)"	patch	f	:arrow_up:	"deps"	"bump fleet task-status furrow reusable to v0.6.1 (#73)"
":arrow_up: build(deps): bump github.com/akira-toriyama/swift-toml-edit"	patch	f	:arrow_up:	"deps"	"bump github.com/akira-toriyama/swift-toml-edit"
":arrow_up: build(deps): bump github.com/cli/safeexec"	patch	f	:arrow_up:	"deps"	"bump github.com/cli/safeexec"
":arrow_up: build(deps): bump github.com/spf13/pflag"	patch	f	:arrow_up:	"deps"	"bump github.com/spf13/pflag"
":arrow_up: build(deps): bump sill floor to 3.6 — ThemedMenu + macOS 26 platform"	patch	f	:arrow_up:	"deps"	"bump sill floor to 3.6 — ThemedMenu + macOS 26 platform"
":arrow_up: build(deps): bump the actions group across 1 directory with 2 updates"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 2 updates"
":arrow_up: build(deps): bump the actions group across 1 directory with 2 updates (#103)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 2 updates (#103)"
":arrow_up: build(deps): bump the actions group across 1 directory with 2 updates (#120)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 2 updates (#120)"
":arrow_up: build(deps): bump the actions group across 1 directory with 2 updates (#141)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 2 updates (#141)"
":arrow_up: build(deps): bump the actions group across 1 directory with 2 updates (#171)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 2 updates (#171)"
":arrow_up: build(deps): bump the actions group across 1 directory with 2 updates (#238)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 2 updates (#238)"
":arrow_up: build(deps): bump the actions group across 1 directory with 2 updates (#26)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 2 updates (#26)"
":arrow_up: build(deps): bump the actions group across 1 directory with 2 updates (#29)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 2 updates (#29)"
":arrow_up: build(deps): bump the actions group across 1 directory with 2 updates (#386)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 2 updates (#386)"
":arrow_up: build(deps): bump the actions group across 1 directory with 2 updates (#43)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 2 updates (#43)"
":arrow_up: build(deps): bump the actions group across 1 directory with 2 updates (#58)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 2 updates (#58)"
":arrow_up: build(deps): bump the actions group across 1 directory with 3 updates (#190)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 3 updates (#190)"
":arrow_up: build(deps): bump the actions group across 1 directory with 3 updates (#2)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 3 updates (#2)"
":arrow_up: build(deps): bump the actions group across 1 directory with 3 updates (#27)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 3 updates (#27)"
":arrow_up: build(deps): bump the actions group across 1 directory with 4 updates (#114)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 4 updates (#114)"
":arrow_up: build(deps): bump the actions group across 1 directory with 5 updates (#12)"	patch	f	:arrow_up:	"deps"	"bump the actions group across 1 directory with 5 updates (#12)"
":arrow_up: build(deps): bump the actions group with 2 updates"	patch	f	:arrow_up:	"deps"	"bump the actions group with 2 updates"
":arrow_up: build(deps): bump the actions group with 2 updates (#185)"	patch	f	:arrow_up:	"deps"	"bump the actions group with 2 updates (#185)"
":arrow_up: build(deps): bump the actions group with 2 updates (#49)"	patch	f	:arrow_up:	"deps"	"bump the actions group with 2 updates (#49)"
":arrow_up: build(deps): bump the actions group with 3 updates (#48)"	patch	f	:arrow_up:	"deps"	"bump the actions group with 3 updates (#48)"
":arrow_up: build(deps): bump the actions group with 4 updates (#46)"	patch	f	:arrow_up:	"deps"	"bump the actions group with 4 updates (#46)"
":arrow_up: build(deps): bump the gomod group across 1 directory with 3 updates"	patch	f	:arrow_up:	"deps"	"bump the gomod group across 1 directory with 3 updates"
":arrow_up: build(deps): bump the gomod group across 1 directory with 3 updates (#140)"	patch	f	:arrow_up:	"deps"	"bump the gomod group across 1 directory with 3 updates (#140)"
":arrow_up: build(deps): bump the npm group across 1 directory with 12 updates"	patch	f	:arrow_up:	"deps"	"bump the npm group across 1 directory with 12 updates"
":arrow_up: build(deps): bump the npm group across 1 directory with 14 updates"	patch	f	:arrow_up:	"deps"	"bump the npm group across 1 directory with 14 updates"
":arrow_up: build(deps): bump the npm group across 1 directory with 21 updates"	patch	f	:arrow_up:	"deps"	"bump the npm group across 1 directory with 21 updates"
":arrow_up: build(deps): bump the swift group across 1 directory with 2 updates"	patch	f	:arrow_up:	"deps"	"bump the swift group across 1 directory with 2 updates"
":arrow_up: build(deps): refresh flake vendorHash for safeexec 1.0.1"	patch	f	:arrow_up:	"deps"	"refresh flake vendorHash for safeexec 1.0.1"
":arrow_up: build(deps): require swift-toml-edit 2.0.0 (Row/SourceSpan) (#78)"	patch	f	:arrow_up:	"deps"	"require swift-toml-edit 2.0.0 (Row/SourceSpan) (#78)"
":arrow_up: build(deps): swift-toml-edit 2.0.0 + sill 1.27.0 (#137)"	patch	f	:arrow_up:	"deps"	"swift-toml-edit 2.0.0 + sill 1.27.0 (#137)"
":arrow_up: build(deps): swift-toml-edit 2.0.0 + sill 1.27.0 (#166)"	patch	f	:arrow_up:	"deps"	"swift-toml-edit 2.0.0 + sill 1.27.0 (#166)"
":arrow_up: build(deps-dev): bump electron from 33.4.11 to 39.8.10"	patch	f	:arrow_up:	"deps-dev"	"bump electron from 33.4.11 to 39.8.10"
":arrow_up: build(deps-dev): bump electron from 33.4.11 to 39.8.10 (#11)"	patch	f	:arrow_up:	"deps-dev"	"bump electron from 33.4.11 to 39.8.10 (#11)"
":arrow_up: chore(ci): bump 4 actions (checkout v6, pnpm/action-setup v6, fetch-metadata v3, deploy-pages v5) (#21)"	patch	f	:arrow_up:	"ci"	"bump 4 actions (checkout v6, pnpm/action-setup v6, fetch-metadata v3, deploy-pages v5) (#21)"
":arrow_up: chore(ci): bump actions (setup-node 4→6, configure-pages 5→6, upload-pages-artifact 3→5) (#13)"	patch	f	:arrow_up:	"ci"	"bump actions (setup-node 4→6, configure-pages 5→6, upload-pages-artifact 3→5) (#13)"
":arrow_up: chore(deps)(deps): Bump react and @types/react (#5)"	patch	f	:arrow_up:	"-"	"chore(deps)(deps): Bump react and @types/react (#5)"
":arrow_up: chore(deps)(deps): Bump react-dom and @types/react-dom (#8)"	patch	f	:arrow_up:	"-"	"chore(deps)(deps): Bump react-dom and @types/react-dom (#8)"
":arrow_up: chore(deps)(deps-dev): Bump @vitejs/plugin-react (#4)"	patch	f	:arrow_up:	"-"	"chore(deps)(deps-dev): Bump @vitejs/plugin-react (#4)"
":arrow_up: chore(deps)(deps-dev): Bump the npm-major group across 2 directories with 1 update"	patch	f	:arrow_up:	"-"	"chore(deps)(deps-dev): Bump the npm-major group across 2 directories with 1 update"
":arrow_up: chore(deps)(deps-dev): Bump the npm-major group across 2 directories with 1 update (#38)"	patch	f	:arrow_up:	"-"	"chore(deps)(deps-dev): Bump the npm-major group across 2 directories with 1 update (#38)"
":arrow_up: chore(deps)(deps-dev): Bump the npm-minor-patch group across 3 directories with 2 updates (#33)"	patch	f	:arrow_up:	"-"	"chore(deps)(deps-dev): Bump the npm-minor-patch group across 3 directories with 2 updates (#33)"
":arrow_up: chore(deps)(deps-dev): Bump the npm-minor-patch group across 3 directories with 5 updates (#36)"	patch	f	:arrow_up:	"-"	"chore(deps)(deps-dev): Bump the npm-minor-patch group across 3 directories with 5 updates (#36)"
":arrow_up: chore(deps)(deps-dev): Bump typescript from 5.9.3 to 6.0.3 (#7)"	patch	f	:arrow_up:	"-"	"chore(deps)(deps-dev): Bump typescript from 5.9.3 to 6.0.3 (#7)"
":arrow_up: chore(deps)(deps-dev): Bump vite from 5.4.21 to 8.0.16 (#6)"	patch	f	:arrow_up:	"-"	"chore(deps)(deps-dev): Bump vite from 5.4.21 to 8.0.16 (#6)"
":arrow_up: chore(deps): Bump actions/cache from 4 to 5 (#30)"	patch	f	:arrow_up:	"deps"	"Bump actions/cache from 4 to 5 (#30)"
":arrow_up: chore(deps): Bump actions/setup-go from 5 to 6 (#3)"	patch	f	:arrow_up:	"deps"	"Bump actions/setup-go from 5 to 6 (#3)"
":arrow_up: chore(deps): Bump golangci/golangci-lint-action from 8 to 9 (#2)"	patch	f	:arrow_up:	"deps"	"Bump golangci/golangci-lint-action from 8 to 9 (#2)"
":arrow_up: chore(deps): Bump goreleaser/goreleaser-action from 6 to 7 (#4)"	patch	f	:arrow_up:	"deps"	"Bump goreleaser/goreleaser-action from 6 to 7 (#4)"
":arrow_up: chore(deps): Bump orhun/git-cliff-action from 3 to 4 (#1)"	patch	f	:arrow_up:	"deps"	"Bump orhun/git-cliff-action from 3 to 4 (#1)"
":arrow_up: chore(deps): adopt swift-toml-edit 2.0.0 + sill 1.27.0 (family TOML unification) (#371)"	patch	f	:arrow_up:	"deps"	"adopt swift-toml-edit 2.0.0 + sill 1.27.0 (family TOML unification) (#371)"
":arrow_up: chore(deps): bump actions/cache from 4 to 5 (#1)"	patch	f	:arrow_up:	"deps"	"bump actions/cache from 4 to 5 (#1)"
":arrow_up: chore(deps): bump github.com/akira-toriyama/sill (#14)"	patch	f	:arrow_up:	"deps"	"bump github.com/akira-toriyama/sill (#14)"
":arrow_up: chore(deps): bump github.com/akira-toriyama/sill (#23)"	patch	f	:arrow_up:	"deps"	"bump github.com/akira-toriyama/sill (#23)"
":arrow_up: chore(deps): pin sill 0.3.0 → 0.5.0 (fix capped / pre-release pin) (#114)"	patch	f	:arrow_up:	"deps"	"pin sill 0.3.0 → 0.5.0 (fix capped / pre-release pin) (#114)"
":arrow_up: chore: raise minimum macOS floor 14 -> 15 (+ fix plist 13.0 mismatch) (#370)"	patch	f	:arrow_up:	"-"	"raise minimum macOS floor 14 -> 15 (+ fix plist 13.0 mismatch) (#370)"
":arrow_up: ci(fleet): add gomod ecosystem to dependabot (#58)"	patch	f	:arrow_up:	"fleet"	"add gomod ecosystem to dependabot (#58)"
":arrow_up: ci(fleet): bump task-status furrow pin v0.8.0 → v0.10.0 (#86)"	patch	f	:arrow_up:	"fleet"	"bump task-status furrow pin v0.8.0 → v0.10.0 (#86)"
":arrow_up: ci(fleet): bump the task-status furrow pin to v0.10.0 (board is on schema v5) (#87)"	patch	f	:arrow_up:	"fleet"	"bump the task-status furrow pin to v0.10.0 (board is on schema v5) (#87)"
":arrow_up: ci(fleet): bump the task-status furrow pin to v0.8.0 (unbreak the fleet) (#84)"	patch	f	:arrow_up:	"fleet"	"bump the task-status furrow pin to v0.8.0 (unbreak the fleet) (#84)"
":arrow_up: ci(fleet): re-pin task-status to furrow v0.6.0 (board layout v3) (#56)"	patch	f	:arrow_up:	"fleet"	"re-pin task-status to furrow v0.6.0 (board layout v3) (#56)"
":arrow_up: ci(fleet): repoint commit-lint to the glyph reusable at v0.2.0 (#82)"	patch	f	:arrow_up:	"fleet"	"repoint commit-lint to the glyph reusable at v0.2.0 (#82)"
":arrow_up: ci(hub): bump hand-maintained task-status furrow pin to v0.6.1 (t-9qv5) (#78)"	patch	f	:arrow_up:	"hub"	"bump hand-maintained task-status furrow pin to v0.6.1 (t-9qv5) (#78)"
":arrow_up: ci(release): flip the release pipeline to the glyph reusable at v0.3.0 (#177)"	patch	f	:arrow_up:	"release"	"flip the release pipeline to the glyph reusable at v0.3.0 (#177)"
":arrow_up: consume the upstream imprint_dongle shield and drop the local copy"	patch	f	:arrow_up:	"-"	"consume the upstream imprint_dongle shield and drop the local copy"
":arrow_up: consume the upstream imprint_dongle shield and drop the local copy (#170)"	patch	f	:arrow_up:	"-"	"consume the upstream imprint_dongle shield and drop the local copy (#170)"
":arrow_up: fix(deps): bump go floor to 1.25.12 and go-gh to v2.13.0"	patch	f	:arrow_up:	"deps"	"bump go floor to 1.25.12 and go-gh to v2.13.0"
":arrow_up: nix: full flake update — unbreak brew 6 formula parsing + PR-gate flake changes (#216)"	patch	f	:arrow_up:	"-"	"nix: full flake update — unbreak brew 6 formula parsing + PR-gate flake changes (#216)"
":arrow_up:(ci) adopt glyph v0.11.2"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2"
":arrow_up:(ci) adopt glyph v0.11.2 (#145)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2 (#145)"
":arrow_up:(ci) adopt glyph v0.11.2 (#164)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2 (#164)"
":arrow_up:(ci) adopt glyph v0.11.2 (#194)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2 (#194)"
":arrow_up:(ci) adopt glyph v0.11.2 (#210)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2 (#210)"
":arrow_up:(ci) adopt glyph v0.11.2 (#23)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2 (#23)"
":arrow_up:(ci) adopt glyph v0.11.2 (#24)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2 (#24)"
":arrow_up:(ci) adopt glyph v0.11.2 (#25)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2 (#25)"
":arrow_up:(ci) adopt glyph v0.11.2 (#26)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2 (#26)"
":arrow_up:(ci) adopt glyph v0.11.2 (#268)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2 (#268)"
":arrow_up:(ci) adopt glyph v0.11.2 (#440)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2 (#440)"
":arrow_up:(ci) adopt glyph v0.11.2 (#46)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2 (#46)"
":arrow_up:(ci) adopt glyph v0.11.2 (#48)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.11.2 (#48)"
":arrow_up:(ci) adopt glyph v0.12.0 (#151)"	patch	f	:arrow_up:	"ci"	"adopt glyph v0.12.0 (#151)"
":arrow_up:(ci) bump the sync-task-status pin to furrow v1.0.0 (board schema v6)"	patch	f	:arrow_up:	"ci"	"bump the sync-task-status pin to furrow v1.0.0 (board schema v6)"
":arrow_up:(ci) bump the sync-task-status pin to furrow v1.0.0 (board schema v6) (#161)"	patch	f	:arrow_up:	"ci"	"bump the sync-task-status pin to furrow v1.0.0 (board schema v6) (#161)"
":arrow_up:(ci) bump the sync-task-status pin to furrow v1.0.0 (board schema v6) (#165)"	patch	f	:arrow_up:	"ci"	"bump the sync-task-status pin to furrow v1.0.0 (board schema v6) (#165)"
":arrow_up:(deps) adopt sill 5.0.0 and swift-toml-edit 2.3.1"	patch	f	:arrow_up:	"deps"	"adopt sill 5.0.0 and swift-toml-edit 2.3.1"
":arrow_up:(deps) adopt sill 5.0.0 and swift-toml-edit 2.3.1 (#165)"	patch	f	:arrow_up:	"deps"	"adopt sill 5.0.0 and swift-toml-edit 2.3.1 (#165)"
":arrow_up:(deps) adopt sill 5.0.0 and swift-toml-edit 2.3.1 (#441)"	patch	f	:arrow_up:	"deps"	"adopt sill 5.0.0 and swift-toml-edit 2.3.1 (#441)"
":arrow_up:(deps) adopt sill 6.0.0 (failable paletteFor + retired-theme tombstones) (#169)"	patch	f	:arrow_up:	"deps"	"adopt sill 6.0.0 (failable paletteFor + retired-theme tombstones) (#169)"
":arrow_up:(deps) adopt sill 6.0.0 (failable paletteFor + retired-theme tombstones) (#200)"	patch	f	:arrow_up:	"deps"	"adopt sill 6.0.0 (failable paletteFor + retired-theme tombstones) (#200)"
":arrow_up:(deps) adopt sill 6.0.0 (failable paletteFor — no source changes) (#49)"	patch	f	:arrow_up:	"deps"	"adopt sill 6.0.0 (failable paletteFor — no source changes) (#49)"
":arrow_up:(deps) bump swift-toml-edit to 3.0.0, hold SwiftDraw at 0.24.x"	patch	f	:arrow_up:	"deps"	"bump swift-toml-edit to 3.0.0, hold SwiftDraw at 0.24.x"
":arrow_up:(deps) retarget this migration at sill 5.0.0"	patch	f	:arrow_up:	"deps"	"retarget this migration at sill 5.0.0"
":arrow_up:(flake) bump nix-homebrew so brew understands the command_wrapper stanza (#307)"	patch	f	:arrow_up:	"flake"	"bump nix-homebrew so brew understands the command_wrapper stanza (#307)"
":arrow_up:(fleet) adopt furrow v0.14.0 in the task-status caller (#133)"	patch	f	:arrow_up:	"fleet"	"adopt furrow v0.14.0 in the task-status caller (#133)"
":arrow_up:(fleet) adopt furrow v1.0.0 in the task-status caller (#151)"	patch	f	:arrow_up:	"fleet"	"adopt furrow v1.0.0 in the task-status caller (#151)"
":arrow_up:(fleet) adopt furrow v2.0.0 across every reference"	patch	f	:arrow_up:	"fleet"	"adopt furrow v2.0.0 across every reference"
":arrow_up:(fleet) adopt furrow v2.0.0 across every reference (#160)"	patch	f	:arrow_up:	"fleet"	"adopt furrow v2.0.0 across every reference (#160)"
":arrow_up:(fleet) adopt glyph v0.10.0 (#119)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.0 (#119)"
":arrow_up:(fleet) adopt glyph v0.10.1 (#121)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.1 (#121)"
":arrow_up:(fleet) adopt glyph v0.10.1 (#160)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.1 (#160)"
":arrow_up:(fleet) adopt glyph v0.10.1 (#167)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.1 (#167)"
":arrow_up:(fleet) adopt glyph v0.10.1 (#18)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.1 (#18)"
":arrow_up:(fleet) adopt glyph v0.10.1 (#191)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.1 (#191)"
":arrow_up:(fleet) adopt glyph v0.10.1 (#20)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.1 (#20)"
":arrow_up:(fleet) adopt glyph v0.10.1 (#21)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.1 (#21)"
":arrow_up:(fleet) adopt glyph v0.10.1 (#256)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.1 (#256)"
":arrow_up:(fleet) adopt glyph v0.10.1 (#42)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.1 (#42)"
":arrow_up:(fleet) adopt glyph v0.10.1 (#437)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.1 (#437)"
":arrow_up:(fleet) adopt glyph v0.10.1 (#44)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.1 (#44)"
":arrow_up:(fleet) adopt glyph v0.10.2 (#122)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.10.2 (#122)"
":arrow_up:(fleet) adopt glyph v0.11.0 (#123)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.11.0 (#123)"
":arrow_up:(fleet) adopt glyph v0.11.1"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.11.1"
":arrow_up:(fleet) adopt glyph v0.11.1 (#134)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.11.1 (#134)"
":arrow_up:(fleet) adopt glyph v0.11.2 (#136)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.11.2 (#136)"
":arrow_up:(fleet) adopt glyph v0.12.0 (#137)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.12.0 (#137)"
":arrow_up:(fleet) adopt glyph v0.6.1 in the commit-lint and version-preview callers (#101)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.6.1 in the commit-lint and version-preview callers (#101)"
":arrow_up:(fleet) adopt glyph v0.8.0 in the canonical and self-lint callers"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.8.0 in the canonical and self-lint callers"
":arrow_up:(fleet) adopt glyph v0.8.0 in the canonical and self-lint callers (#106)"	patch	f	:arrow_up:	"fleet"	"adopt glyph v0.8.0 in the canonical and self-lint callers (#106)"
":arrow_up:(fleet) bump the glyph lint / pr-verdict pins to v0.8.1 (#115)"	patch	f	:arrow_up:	"fleet"	"bump the glyph lint / pr-verdict pins to v0.8.1 (#115)"
":arrow_up:(fleet) bump the task-status furrow pin to v0.13.0 + react to PR body edits (#116)"	patch	f	:arrow_up:	"fleet"	"bump the task-status furrow pin to v0.13.0 + react to PR body edits (#116)"
":arrow_up:(fleet) repoint the taplo / zizmor canonical callers to @v2"	patch	f	:arrow_up:	"fleet"	"repoint the taplo / zizmor canonical callers to @v2"
":arrow_up:(fleet) repoint the taplo / zizmor canonical callers to @v2 (#112)"	patch	f	:arrow_up:	"fleet"	"repoint the taplo / zizmor canonical callers to @v2 (#112)"
":arrow_up:(release) adopt glyph v0.10.0 (#159)"	patch	f	:arrow_up:	"release"	"adopt glyph v0.10.0 (#159)"
":arrow_up:(release) adopt glyph v0.10.0 (#166)"	patch	f	:arrow_up:	"release"	"adopt glyph v0.10.0 (#166)"
":arrow_up:(release) adopt glyph v0.10.0 (#17)"	patch	f	:arrow_up:	"release"	"adopt glyph v0.10.0 (#17)"
":arrow_up:(release) adopt glyph v0.10.0 (#19)"	patch	f	:arrow_up:	"release"	"adopt glyph v0.10.0 (#19)"
":arrow_up:(release) adopt glyph v0.10.0 (#190)"	patch	f	:arrow_up:	"release"	"adopt glyph v0.10.0 (#190)"
